Date,Open,High,Low,Close,Volume
2026-07-07 05:00:00,121.75049217766897,122.6973172730451,120.87889935344118,121.82518970087463,4511128
2026-07-07 05:15:00,121.733342827947,122.39954758403377,121.47236657180477,122.13770444312517,8160902
2026-07-07 05:30:00,122.69355797227846,124.00589314141618,121.23530188083701,122.5460593993808,11123089
2026-07-07 05:45:00,123.36130827848226,125.72579098430398,121.54218644466454,123.89874396706357,10596784
2026-07-07 06:00:00,124.3946822029361,126.0520350206707,120.60882908259505,122.23744022905697,10616920
2026-07-07 06:15:00,122.4375293509041,125.54317174930955,120.35759255093393,123.4461015873616,4844935
2026-07-07 06:30:00,123.63357010486506,124.90228133794412,115.57849070767087,116.77683908003152,9411578
2026-07-07 06:45:00,116.52365461408554,120.02801656444628,114.52312465143359,118.00210392600583,5154219
2026-07-07 07:00:00,118.35894598757437,119.42601931314971,115.58054169103843,116.63204602970191,4872066
2026-07-07 07:15:00,116.38749963299844,117.58426986872772,115.44365325859836,116.63838890359261,2368317
2026-07-07 07:30:00,116.3000800965727,119.03437323798458,114.39397536050106,117.11491375364817,1808605
2026-07-07 07:45:00,117.54425699662526,118.99519362759932,110.99791367768235,112.38516781434924,6933086
2026-07-07 08:00:00,113.50367169366754,115.89396866071331,110.60473769946681,112.98409274753722,2548982
2026-07-07 08:15:00,112.4601348366405,113.70694211881525,111.12457498544062,112.37038726681999,6164664
2026-07-07 08:30:00,112.36820243765754,113.98952188822057,109.79563275190146,111.40302602714405,8043284
2026-07-07 08:45:00,111.36410494246381,116.7624534940478,110.3891845483985,115.7491449235716,5569268
2026-07-07 09:00:00,116.02282839363724,120.01972526996697,114.40454514003252,118.3687215622748,7105650
2026-07-07 09:15:00,118.85595343932079,120.31192257883984,114.23931576733872,115.65608698131322,9613519
2026-07-07 09:30:00,114.79595598913262,116.5671827052251,109.8634563326459,111.58514228783676,3327089
2026-07-07 09:45:00,111.94130687754183,114.18385325553243,108.42882775470659,110.64541319144065,9849334
2026-07-07 10:00:00,110.69085852223095,113.20433062170555,109.30976453957604,111.80928202714037,1953056
2026-07-07 10:15:00,112.24982900153292,113.17568369090117,111.02684044757352,111.95022394613493,8669344
2026-07-07 10:30:00,112.44511958175941,113.33482889367203,109.46212584487019,110.33514018303944,8368570
2026-07-07 10:45:00,111.06651926351192,112.43635607767425,109.50370532086642,110.87113233403034,11157218
2026-07-07 11:00:00,110.84233973136251,113.58006296003208,109.19815157640774,111.9198908694984,2934141
2026-07-07 11:15:00,110.98911604914167,112.98588079490348,108.96330079888972,110.95953333278052,5929134
2026-07-07 11:30:00,110.87194771517457,112.54548321034109,106.88350928507316,108.52156741247654,4004425
2026-07-07 11:45:00,108.52039531370566,108.8894972897765,108.43236841825313,108.8012425835683,3989655
2026-07-07 12:00:00,108.7664274753673,111.5119971945787,106.90356085984624,109.63426690161312,5643180
2026-07-07 12:15:00,109.51068565357231,110.38024996682164,106.87953826952771,107.7350028592627,1266447
2026-07-07 12:30:00,107.62715245924278,108.92663901205917,106.20133804703521,107.49928068037283,7215956
2026-07-07 12:45:00,108.0937768602671,110.18817178945747,106.43890869903255,108.5266761308706,10617393
2026-07-07 13:00:00,108.8955856628459,112.36590341607958,107.07493241738031,110.51812255979907,6711683
2026-07-07 13:15:00,110.25733446213633,111.70099294418617,109.27174215120117,110.71134224941262,5714311
2026-07-07 13:30:00,110.85330170217621,112.07378398686957,107.98936150359071,109.19154806917184,4661777
2026-07-07 13:45:00,110.06152128029863,110.83833860700028,108.60695109055018,109.37895081562792,3249023
2026-07-07 14:00:00,108.69718007633784,110.34690972731711,106.65942106323631,108.30317071617172,5869991
2026-07-07 14:15:00,107.60780135803886,108.94232428830136,104.98900684260028,106.30740257791352,9815931
2026-07-07 14:30:00,107.04260597671004,110.15326173541125,105.88051936894189,108.97024806745262,8283810
2026-07-07 14:45:00,108.93186446887266,110.38506228113165,106.93428582101197,108.38012316757167,10898435
2026-07-07 15:00:00,108.58197177734932,110.4337465720214,102.75914340804295,104.54202020453187,7295679
2026-07-07 15:15:00,104.146946990864,105.28300360385144,101.99544694210076,103.12030472721577,11660157
2026-07-07 15:30:00,103.85640357518498,105.61920221239482,102.9081227694238,104.66355158695357,1561112
2026-07-07 15:45:00,104.54570425178728,107.83759278678815,103.71971400636477,106.99227279685394,11440791
2026-07-07 16:00:00,106.29716059881663,107.01091909883337,103.16865397274789,103.86608843919393,2560435
2026-07-07 16:15:00,104.29931580314147,104.72610170888814,103.02730083971517,103.45061391343106,3924722
2026-07-07 16:30:00,102.32346076935563,104.51501812737192,101.55339093403002,103.73433031576694,10706011
2026-07-07 16:45:00,103.42558580141984,106.62591229088859,101.37868570095193,104.55662769297248,4356058
2026-07-07 17:00:00,104.32532595009965,106.80041770946924,103.54131963814139,106.00379765868972,6963523
2026-07-07 17:15:00,106.12921425672747,107.6871127012607,104.49936613049377,106.05619267212194,2460811
2026-07-07 17:30:00,105.94121460359605,107.84816798049565,104.44096001705142,106.34223447192798,9162620
2026-07-07 17:45:00,106.28717938202692,107.95240184134197,103.23630999880115,104.87947771505608,8565958
2026-07-07 18:00:00,105.79682268131084,107.85634790585397,103.16900661414019,105.21724940359042,8394775
2026-07-07 18:15:00,105.38795708390842,106.83465861545497,103.66379473725493,105.10663444334993,7490205
2026-07-07 18:30:00,105.73195070796649,107.51574865819158,100.60768717746176,102.33416120708976,3128022
2026-07-07 18:45:00,102.38250483731468,104.33721644025752,96.38945286165308,98.26556280932742,10824568
2026-07-07 19:00:00,98.29827988528348,99.47228650153487,91.80093128993649,92.91059108027427,3166797
2026-07-07 19:15:00,92.5253927128443,93.29396506700152,91.7325443621788,92.50091337603159,3070949
2026-07-07 19:30:00,92.35728499923194,92.75077478911419,90.70942448993215,91.09754714517524,4228982
2026-07-07 19:45:00,91.0383861566332,91.8229393983317,89.4413179536518,90.21880821280193,7354217
2026-07-07 20:00:00,90.14498631197911,90.85168261513682,87.65703186867529,88.34965356751658,7204939
2026-07-07 20:15:00,88.4715322535992,92.55430341385562,87.11529392832361,91.1568993299055,5596767
2026-07-07 20:30:00,90.9495006095429,92.28304379747148,89.83606811185506,91.16694922518607,7538449
2026-07-07 20:45:00,90.69856489467371,91.84288549727938,90.0496219629989,91.19042334712003,9925335
2026-07-07 21:00:00,90.95631500695268,94.17363662419702,90.11983434556407,93.31546006169857,11026635
2026-07-07 21:15:00,93.46142610552405,95.07174666829893,90.84577060455251,92.43846577769393,7133971
2026-07-07 21:30:00,92.28223602511574,93.0184320757733,90.12829042989155,90.85308520512724,1695295
2026-07-07 21:45:00,90.3676480776138,91.53269846121808,89.16780697745119,90.33240296915747,9669712
2026-07-07 22:00:00,90.81223994509554,92.28958103669888,86.13985439656282,87.56435868500974,8885984
2026-07-07 22:15:00,87.37725483368551,88.3524573406013,87.12296439206285,88.09607494628193,11296641
2026-07-07 22:30:00,88.1110702819554,88.7983824291741,87.36164056241489,88.04846435082904,4476933
2026-07-07 22:45:00,87.65553446191369,89.83380801895449,87.00922510431438,89.17628572678011,6601754
2026-07-07 23:00:00,88.81865293628093,89.33157683362738,87.5857168970367,88.09445860328435,1606224
2026-07-07 23:15:00,87.54827407990727,89.13073170250048,86.73803753228579,88.31341398371234,7401449
2026-07-07 23:30:00,88.6177590406819,89.64144408378746,86.22214367518028,87.22979538992098,3229728
2026-07-07 23:45:00,87.36290930156753,88.3570452072807,85.9049114332928,86.89370811958504,3781233
2026-07-08 00:00:00,86.89900042584628,88.36993169401771,82.15820046356241,83.57282995466676,9645006
2026-07-08 00:15:00,82.76489230206538,86.21862546719704,82.12509166435427,85.55723904381775,1708253
2026-07-08 00:30:00,85.83199605252332,87.0210292314436,84.12123493663383,85.30293907358339,10313925
2026-07-08 00:45:00,84.96269136443767,85.0580532415889,84.72579186546471,84.82099470269578,11883809
2026-07-08 01:00:00,84.7685188669056,85.76492893921576,82.52040444278649,83.50192637581446,6226141
2026-07-08 01:15:00,83.15045238896452,85.57239766255071,82.67285089174965,85.08369197893495,1422629
2026-07-08 01:30:00,84.84575272883045,86.70185415026431,83.64240147989811,85.48937453509677,8941185
2026-07-08 01:45:00,85.22577640211537,86.68995994818688,84.03754506163679,85.4979341411892,4514659
2026-07-08 02:00:00,85.35125517274014,86.37822501874172,83.71303009200993,84.73255557377118,11379296
2026-07-08 02:15:00,84.8847661409094,87.4076244715526,83.39127798144062,85.89633840478862,8996459
2026-07-08 02:30:00,85.7627459105786,86.09289528185799,85.74685216829118,86.07694331181133,1362963
2026-07-08 02:45:00,86.47178076123082,86.51353159176972,83.68483736654856,83.72526210626424,10022397
2026-07-08 03:00:00,83.88824583234468,84.91706839245165,82.80039127654578,83.82848086692479,9681026
2026-07-08 03:15:00,83.6037917911827,85.18275129262247,82.87267904789404,84.44428843051098,9165245
2026-07-08 03:30:00,84.8847367291697,85.46461441049436,84.79363443401606,85.37298810098551,1284076
2026-07-08 03:45:00,85.18545516780112,86.37867717799425,84.18389421597763,85.37488897384563,2241342
2026-07-08 04:00:00,85.77721507674275,88.63226751184712,84.70660942049042,87.53966431094028,5488780
2026-07-08 04:15:00,87.53006977664455,92.29086161623108,86.66204709578001,91.38461399377333,3752906
2026-07-08 04:30:00,91.31024282915735,92.80092959006352,90.35315464248964,91.83830639023131,6745944
2026-07-08 04:45:00,91.85740991517618,93.58263399898696,90.74440994865634,92.46230476046635,7039479
